"time","isHit","ratio"
"7:47:25 PM","HIT","100.00"
"7:47:25 PM","HIT","100.00"
"7:47:25 PM","HIT","100.00"
"7:47:25 PM","HIT","100.00"
"7:47:25 PM","HIT","100.00"
"7:47:26 PM","HIT","100.00"
"7:47:27 PM","HIT","100.00"
"7:47:27 PM","HIT","100.00"
"7:47:27 PM","HIT","100.00"
"7:47:27 PM","HIT","100.00"
"7:47:28 PM","HIT","100.00"
"7:47:29 PM","HIT","100.00"
"7:47:29 PM","HIT","100.00"
"7:47:30 PM","HIT","100.00"
"7:47:30 PM","HIT","100.00"
"7:47:31 PM","HIT","100.00"
"7:47:31 PM","HIT","100.00"
"7:47:31 PM","HIT","100.00"
"7:47:32 PM","HIT","100.00"
"7:47:32 PM","HIT","100.00"
"7:47:32 PM","HIT","100.00"
"7:47:33 PM","HIT","100.00"
"7:47:33 PM","HIT","100.00"
"7:47:34 PM","HIT","100.00"
"7:47:34 PM","HIT","100.00"
"7:47:34 PM","HIT","100.00"
"7:47:34 PM","HIT","100.00"
"7:47:35 PM","HIT","100.00"
"7:47:35 PM","HIT","100.00"
"7:47:36 PM","HIT","100.00"
"7:47:36 PM","HIT","100.00"
"7:47:36 PM","HIT","100.00"
"7:47:37 PM","HIT","100.00"
"7:47:37 PM","HIT","100.00"
"7:47:38 PM","HIT","100.00"
"7:47:38 PM","HIT","100.00"
"7:47:38 PM","HIT","100.00"
"7:47:39 PM","HIT","100.00"
"7:47:39 PM","HIT","100.00"
"7:47:39 PM","HIT","100.00"
"7:47:40 PM","HIT","100.00"
"7:47:40 PM","HIT","100.00"
"7:47:40 PM","HIT","100.00"
"7:47:41 PM","HIT","100.00"
"7:47:41 PM","HIT","100.00"
"7:47:42 PM","HIT","100.00"
"7:47:42 PM","HIT","100.00"
"7:47:42 PM","HIT","100.00"
"7:47:42 PM","HIT","100.00"
"7:47:43 PM","HIT","100.00"
"7:47:43 PM","HIT","100.00"
"7:47:43 PM","HIT","100.00"
"7:47:44 PM","HIT","100.00"
"7:47:44 PM","HIT","100.00"
"7:47:44 PM","HIT","100.00"
"7:47:45 PM","HIT","100.00"
"7:47:45 PM","HIT","100.00"
"7:47:46 PM","HIT","100.00"
"7:47:46 PM","HIT","100.00"
"7:47:46 PM","HIT","100.00"
"7:47:46 PM","HIT","100.00"
"7:47:46 PM","HIT","100.00"
"7:47:47 PM","HIT","100.00"
"7:47:47 PM","HIT","100.00"
"7:47:47 PM","HIT","100.00"
"7:47:47 PM","HIT","100.00"
"7:47:48 PM","HIT","100.00"
"7:47:49 PM","HIT","100.00"
"7:47:49 PM","HIT","100.00"
"7:47:49 PM","HIT","100.00"
"7:47:49 PM","HIT","100.00"
"7:47:50 PM","HIT","100.00"
"7:47:50 PM","HIT","100.00"
"7:47:51 PM","HIT","100.00"
"7:47:51 PM","HIT","100.00"
"7:47:51 PM","HIT","100.00"
"7:47:52 PM","HIT","100.00"
"7:47:52 PM","HIT","100.00"
"7:47:53 PM","HIT","100.00"
"7:47:53 PM","HIT","100.00"
"7:47:53 PM","HIT","100.00"
"7:47:53 PM","HIT","100.00"
"7:47:53 PM","HIT","100.00"
"7:47:54 PM","HIT","100.00"
"7:47:55 PM","HIT","100.00"
"7:47:55 PM","HIT","100.00"
"7:47:55 PM","HIT","100.00"
"7:47:56 PM","HIT","100.00"
"7:47:56 PM","HIT","100.00"
"7:47:56 PM","HIT","100.00"
"7:47:56 PM","HIT","100.00"
"7:47:57 PM","HIT","100.00"
"7:47:57 PM","HIT","100.00"
"7:47:57 PM","HIT","100.00"
"7:47:58 PM","HIT","100.00"
"7:47:58 PM","HIT","100.00"
"7:47:58 PM","MISS","99.34"
"7:47:58 PM","MISS","98.69"
"7:47:59 PM","HIT","98.70"
"7:47:59 PM","HIT","98.71"
"7:47:59 PM","HIT","98.72"
"7:47:59 PM","HIT","98.73"
"7:48:00 PM","HIT","98.73"
"7:48:00 PM","HIT","98.74"
"7:48:00 PM","HIT","98.75"
"7:48:00 PM","HIT","98.76"
"7:48:00 PM","HIT","98.77"
"7:48:01 PM","HIT","98.77"
"7:48:02 PM","HIT","98.78"
"7:48:02 PM","HIT","98.79"
"7:48:02 PM","HIT","98.80"
"7:48:03 PM","HIT","98.80"
"7:48:03 PM","HIT","98.81"
"7:48:04 PM","HIT","98.82"
"7:48:05 PM","HIT","98.82"
"7:48:05 PM","HIT","98.83"
"7:48:05 PM","HIT","98.84"
"7:48:06 PM","HIT","98.84"
"7:48:06 PM","HIT","98.85"
"7:48:07 PM","HIT","98.86"
"7:48:07 PM","HIT","98.86"
"7:48:08 PM","HIT","98.87"
"7:48:08 PM","HIT","98.88"
"7:48:09 PM","HIT","98.88"
"7:48:09 PM","HIT","98.89"
"7:48:09 PM","HIT","98.90"
"7:48:10 PM","HIT","98.90"
"7:48:10 PM","HIT","98.91"
"7:48:11 PM","HIT","98.91"
"7:48:12 PM","HIT","98.92"
"7:48:12 PM","HIT","98.92"
"7:48:13 PM","HIT","98.93"
"7:48:13 PM","HIT","98.94"
"7:48:13 PM","HIT","98.94"
"7:48:14 PM","HIT","98.95"
"7:48:14 PM","HIT","98.95"
"7:48:15 PM","HIT","98.96"
"7:48:15 PM","HIT","98.96"
"7:48:16 PM","HIT","98.97"
"7:48:17 PM","HIT","98.97"
"7:48:17 PM","HIT","98.98"
"7:48:18 PM","HIT","98.98"
"7:48:19 PM","HIT","98.99"
"7:48:28 PM","MISS","98.49"
"7:48:28 PM","MISS","98.00"
"7:48:28 PM","MISS","97.51"
"7:48:28 PM","MISS","97.03"
"7:48:28 PM","MISS","96.55"
"7:48:28 PM","MISS","96.08"
"7:48:28 PM","MISS","95.61"
"7:48:28 PM","MISS","95.15"
"7:48:28 PM","MISS","94.69"
"7:48:28 PM","MISS","94.23"
"7:48:28 PM","MISS","93.78"
"7:48:28 PM","MISS","93.33"
"7:48:28 PM","MISS","92.89"
"7:48:38 PM","MISS","92.45"
"7:48:38 PM","MISS","92.02"
"7:48:38 PM","MISS","91.59"
"7:48:38 PM","MISS","91.16"
"7:48:38 PM","MISS","90.74"
"7:48:38 PM","MISS","90.32"
"7:48:38 PM","MISS","89.91"
"7:48:38 PM","MISS","89.50"
"7:48:38 PM","MISS","89.09"
"7:48:38 PM","MISS","88.69"
"7:48:38 PM","MISS","88.29"
"7:48:38 PM","MISS","87.89"
"7:48:38 PM","MISS","87.50"
"7:48:38 PM","MISS","87.11"
"7:48:38 PM","MISS","86.73"
"7:48:38 PM","MISS","86.34"
"7:48:38 PM","MISS","85.96"
"7:48:38 PM","MISS","85.59"
"7:48:38 PM","MISS","85.22"
"7:48:38 PM","MISS","84.85"
"7:48:48 PM","MISS","84.48"
"7:48:48 PM","MISS","84.12"
"7:48:48 PM","MISS","83.76"
"7:48:48 PM","MISS","83.40"
"7:48:48 PM","MISS","83.05"
"7:48:48 PM","MISS","82.70"
"7:48:48 PM","MISS","82.35"
"7:48:48 PM","MISS","82.01"
"7:48:48 PM","MISS","81.67"
"7:48:48 PM","MISS","81.33"
"7:48:48 PM","MISS","80.99"
"7:48:48 PM","MISS","80.66"
"7:48:48 PM","MISS","80.33"
"7:48:48 PM","MISS","80.00"
"7:48:48 PM","MISS","79.67"
"7:48:48 PM","MISS","79.35"
"7:48:48 PM","MISS","79.03"
"7:48:48 PM","MISS","78.71"
"7:48:48 PM","MISS","78.40"
"7:48:48 PM","MISS","78.09"
"7:48:50 PM","HIT","78.17"
"7:48:51 PM","HIT","78.26"
"7:48:51 PM","HIT","78.35"
"7:48:52 PM","HIT","78.43"
"7:48:52 PM","HIT","78.52"
"7:48:52 PM","HIT","78.60"
"7:48:53 PM","HIT","78.68"
"7:48:53 PM","HIT","78.76"
"7:48:54 PM","HIT","78.85"
"7:48:54 PM","MISS","78.54"
"7:48:54 PM","MISS","78.24"
"7:48:54 PM","MISS","77.95"
"7:48:54 PM","MISS","77.65"
"7:48:54 PM","MISS","77.36"
"7:48:54 PM","MISS","77.07"
"7:48:54 PM","MISS","76.78"
"7:48:54 PM","MISS","76.49"
"7:48:54 PM","MISS","76.21"
"7:48:54 PM","MISS","75.93"
"7:48:55 PM","HIT","76.01"
"7:48:55 PM","HIT","76.10"
"7:48:56 PM","HIT","76.19"
"7:48:56 PM","HIT","76.28"
"7:48:57 PM","HIT","76.36"
"7:48:57 PM","HIT","76.45"
"7:48:58 PM","HIT","76.53"
"7:48:58 PM","HIT","76.62"
"7:48:59 PM","HIT","76.70"
"7:48:59 PM","HIT","76.79"
"7:49:00 PM","HIT","76.87"
"7:49:00 PM","HIT","76.95"
"7:49:00 PM","HIT","77.03"
"7:49:01 PM","HIT","77.11"
"7:49:01 PM","HIT","77.19"
"7:49:02 PM","HIT","77.27"
"7:49:02 PM","HIT","77.35"
"7:49:03 PM","HIT","77.43"
"7:49:03 PM","HIT","77.51"
"7:49:04 PM","HIT","77.59"
"7:49:04 PM","HIT","77.66"
"7:49:05 PM","HIT","77.74"
"7:49:06 PM","HIT","77.82"
"7:49:06 PM","HIT","77.89"
"7:49:07 PM","HIT","77.97"
"7:49:07 PM","HIT","78.04"
"7:49:08 PM","HIT","78.11"
"7:49:08 PM","HIT","78.19"
"7:49:09 PM","HIT","78.26"
"7:49:10 PM","HIT","78.33"
"7:49:11 PM","HIT","78.41"
"7:49:11 PM","HIT","78.48"
"7:49:11 PM","HIT","78.55"
"7:49:12 PM","HIT","78.62"
"7:49:12 PM","HIT","78.69"
"7:49:12 PM","HIT","78.76"
"7:49:13 PM","HIT","78.83"
"7:49:13 PM","HIT","78.90"
"7:49:13 PM","HIT","78.96"
"7:49:14 PM","HIT","79.03"
"7:49:19 PM","MISS","78.78"
"7:49:28 PM","MISS","78.53"
"7:49:28 PM","MISS","78.27"
"7:49:28 PM","MISS","78.03"
"7:49:28 PM","MISS","77.78"
"7:49:28 PM","MISS","77.53"
"7:49:28 PM","MISS","77.29"
"7:49:28 PM","MISS","77.04"
"7:49:28 PM","MISS","76.80"
"7:49:28 PM","MISS","76.56"
"7:49:28 PM","MISS","76.32"
"7:49:28 PM","MISS","76.09"
"7:49:28 PM","MISS","75.85"
"7:49:28 PM","MISS","75.62"
"7:49:28 PM","MISS","75.38"
"7:49:28 PM","MISS","75.15"
"7:49:28 PM","MISS","74.92"
"7:49:28 PM","MISS","74.70"
"7:49:28 PM","MISS","74.47"
"7:49:28 PM","MISS","74.24"
"7:49:28 PM","MISS","74.02"
"7:49:38 PM","MISS","73.80"
"7:49:38 PM","MISS","73.57"
"7:49:38 PM","MISS","73.35"
"7:49:38 PM","MISS","73.13"
"7:49:38 PM","MISS","72.92"
"7:49:38 PM","MISS","72.70"
"7:49:38 PM","MISS","72.49"
"7:49:38 PM","MISS","72.27"
"7:49:38 PM","MISS","72.06"
"7:49:38 PM","MISS","71.85"
"7:49:38 PM","MISS","71.64"
"7:49:38 PM","MISS","71.43"
"7:49:39 PM","MISS","71.22"
"7:49:39 PM","MISS","71.01"
"7:49:39 PM","MISS","70.81"
"7:49:39 PM","MISS","70.61"
"7:49:39 PM","MISS","70.40"
"7:49:39 PM","MISS","70.20"
"7:49:39 PM","MISS","70.00"
"7:49:39 PM","MISS","69.80"
"7:49:48 PM","MISS","69.60"
"7:49:48 PM","MISS","69.41"
"7:49:48 PM","MISS","69.21"
"7:49:48 PM","MISS","69.01"
"7:49:48 PM","MISS","68.82"
"7:49:48 PM","MISS","68.63"
"7:49:48 PM","MISS","68.44"
"7:49:48 PM","MISS","68.25"
"7:49:48 PM","MISS","68.06"
"7:49:48 PM","MISS","67.87"
"7:49:48 PM","MISS","67.68"
"7:49:48 PM","MISS","67.49"
"7:49:48 PM","MISS","67.31"
"7:49:48 PM","MISS","67.12"
"7:49:48 PM","MISS","66.94"
"7:49:48 PM","MISS","66.76"
"7:49:48 PM","MISS","66.58"
"7:49:48 PM","MISS","66.40"
"7:49:48 PM","MISS","66.22"
"7:49:53 PM","HIT","66.31"
"7:49:53 PM","HIT","66.40"
"7:49:53 PM","HIT","66.49"
"7:49:54 PM","HIT","66.58"
"7:49:54 PM","HIT","66.67"
"7:49:54 PM","HIT","66.76"
"7:49:55 PM","HIT","66.84"
"7:49:56 PM","HIT","66.93"
"7:49:56 PM","HIT","67.02"
"7:49:56 PM","HIT","67.11"
"7:49:56 PM","MISS","66.93"
"7:49:56 PM","MISS","66.75"
"7:49:56 PM","MISS","66.58"
"7:49:56 PM","MISS","66.41"
"7:49:56 PM","MISS","66.23"
"7:49:56 PM","MISS","66.06"
"7:49:56 PM","MISS","65.89"
"7:49:56 PM","MISS","65.72"
"7:49:56 PM","MISS","65.55"
"7:49:56 PM","MISS","65.38"
"7:49:56 PM","MISS","65.22"
"7:49:56 PM","MISS","65.05"
"7:49:56 PM","MISS","64.89"
"7:49:56 PM","MISS","64.72"
"7:49:56 PM","MISS","64.56"
"7:49:56 PM","MISS","64.39"
"7:49:56 PM","HIT","64.48"
"7:49:57 PM","HIT","64.57"
"7:49:57 PM","HIT","64.66"
"7:49:59 PM","HIT","64.75"
"7:50:00 PM","HIT","64.84"
"7:50:01 PM","HIT","64.93"
"7:50:01 PM","HIT","65.01"
"7:50:02 PM","HIT","65.10"
"7:50:02 PM","HIT","65.19"
"7:50:02 PM","HIT","65.27"
"7:50:06 PM","HIT","65.36"
"7:50:06 PM","HIT","65.44"
"7:50:07 PM","HIT","65.53"
"7:50:07 PM","HIT","65.61"
"7:50:07 PM","HIT","65.69"
"7:50:08 PM","HIT","65.78"
"7:50:08 PM","MISS","65.62"
"7:50:08 PM","MISS","65.46"
"7:50:08 PM","MISS","65.30"
"7:50:08 PM","MISS","65.14"
"7:50:08 PM","MISS","64.99"
"7:50:08 PM","MISS","64.83"
"7:50:09 PM","HIT","64.92"
"7:50:09 PM","HIT","65.00"
"7:50:09 PM","HIT","65.08"
"7:50:09 PM","MISS","64.93"
"7:50:09 PM","MISS","64.78"
"7:50:10 PM","HIT","64.86"
"7:50:10 PM","HIT","64.94"
"7:50:11 PM","HIT","65.02"
"7:50:11 PM","HIT","65.11"
"7:50:11 PM","HIT","65.19"
"7:50:11 PM","HIT","65.27"
"7:50:11 PM","HIT","65.35"
"7:50:11 PM","HIT","65.43"
"7:50:12 PM","HIT","65.51"
"7:50:13 PM","HIT","65.59"
"7:50:13 PM","HIT","65.67"
"7:50:13 PM","HIT","65.75"
"7:50:14 PM","HIT","65.83"
"7:50:28 PM","MISS","65.68"
"7:50:28 PM","MISS","65.53"
"7:50:28 PM","MISS","65.38"
"7:50:28 PM","MISS","65.23"
"7:50:28 PM","MISS","65.08"
"7:50:28 PM","MISS","64.93"
"7:50:28 PM","MISS","64.79"
"7:50:28 PM","MISS","64.64"
"7:50:28 PM","MISS","64.49"
"7:50:28 PM","MISS","64.35"
"7:50:28 PM","MISS","64.21"
"7:50:28 PM","MISS","64.06"
"7:50:28 PM","MISS","63.92"
"7:50:28 PM","MISS","63.78"
"7:50:28 PM","MISS","63.64"
"7:50:28 PM","MISS","63.50"
"7:50:28 PM","MISS","63.36"
"7:50:28 PM","MISS","63.22"
"7:50:28 PM","MISS","63.08"
"7:50:28 PM","MISS","62.94"
"7:50:28 PM","MISS","62.80"
"7:50:37 PM","MISS","62.66"
"7:50:37 PM","MISS","62.53"
"7:50:37 PM","MISS","62.39"
"7:50:37 PM","MISS","62.26"
"7:50:37 PM","MISS","62.12"
"7:50:37 PM","MISS","61.99"
"7:50:37 PM","MISS","61.85"
"7:50:37 PM","MISS","61.72"
"7:50:37 PM","MISS","61.59"
"7:50:37 PM","MISS","61.46"
"7:50:37 PM","MISS","61.32"
"7:50:37 PM","MISS","61.19"
"7:50:37 PM","MISS","61.06"
"7:50:37 PM","MISS","60.93"
"7:50:37 PM","MISS","60.81"
"7:50:37 PM","MISS","60.68"
"7:50:37 PM","MISS","60.55"
"7:50:37 PM","MISS","60.42"
"7:50:43 PM","MISS","60.29"
"7:50:43 PM","MISS","60.17"
"7:50:45 PM","MISS","60.04"
"7:50:45 PM","MISS","59.92"
"7:50:45 PM","MISS","59.79"
"7:50:45 PM","MISS","59.67"
"7:50:45 PM","MISS","59.54"
"7:50:45 PM","MISS","59.42"
"7:50:45 PM","MISS","59.30"
"7:50:45 PM","MISS","59.18"
"7:50:45 PM","MISS","59.05"
"7:50:45 PM","MISS","58.93"
"7:50:45 PM","MISS","58.81"
"7:50:46 PM","MISS","58.69"
"7:50:46 PM","MISS","58.57"
